Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201300006038,13,5,21,45,3,1,1,1,6,204,,M,4904961,0543487,550
201300006039,13,6,8,1000,1,1,1,1,2,102,,M,4920700,0533600,550
201300006040,13,7,6,1230,1,2,1,1,6,200,22 Rue de Verdun,M,0000000,0000000,550
201300006041,13,8,26,915,1,2,3,1,3,154,rue des  sapins,M,0000000,0000000,550
201300006042,13,11,27,1615,1,1,1,7,6,482,,M,0000000,0000000,550
201300006043,13,1,8,1730,3,1,1,2,6,361,,M,4916132,0548722,550
201300006044,13,4,26,1815,1,1,1,3,6,325,,M,4924832,0552705,550
201300006045,13,6,17,1745,1,2,1,1,6,181,D 603 - Rue du 3?me RHC,M,0000000,0000000,550
201300006046,13,10,5,1130,1,1,1,2,5,171,,M,4917400,0545600,550
201300006047,13,11,9,815,1,1,1,1,6,473,,M,4907823,0564032,550
201300006048,13,12,1,1800,3,1,1,8,4,181,,M,4924720,0566765,550
201300006049,13,3,11,1530,1,2,7,8,6,134,Face 135 rue la papeteri,M,4813978,0647530,880
201300006050,13,3,30,845,1,1,1,1,1,253,,M,,,880
201300006051,13,4,13,1200,1,2,1,1,2,178,28 route de mirecourt,M,4817842,0638666,880
201300006052,13,5,8,800,1,1,1,1,6,160,,M,4819173,0647715,880
201300006053,13,9,16,1900,1,2,1,3,1,133,rue de la praye,M,4824288,0650350,880
201300006054,13,11,4,1300,1,1,1,2,1,253,,M,4819781,0647493,880
201300006055,13,11,12,1645,2,1,1,1,6,132,,M,4820227,0669425,880
201300006056,13,12,20,1730,3,1,1,8,3,253,,M,4819205,0648887,880
201300006057,13,1,3,1145,1,1,1,2,1,131,,M,4816794,0665561,880
201300006058,13,1,27,1445,1,1,1,2,6,101,,M,4814641,0661133,880
201300006059,13,1,31,1745,4,2,1,3,6,078,av. de L. De tassigny,M,4820688,0671641,880
201300006060,13,2,27,530,3,1,1,1,7,216,,M,4824989,0666684,880
201300006061,13,5,18,1845,1,1,3,1,3,145,,M,4824433,0675122,880
201300006062,13,5,24,1615,1,1,3,1,1,131,,M,4816451,0664241,880
201300006063,13,9,15,2230,3,1,1,8,6,263,,M,4814056,0669123,880
201300006064,13,10,4,2045,5,2,9,2,6,078,rue Abel ferry,M,4820270,0672294,880
201300006065,13,11,21,1745,5,2,1,4,3,078,rue charlemagne,M,4820541,0671719,880
201300006066,13,12,20,930,2,1,1,8,6,175,,M,4822225,0658664,880
201300006067,13,12,26,1700,2,1,1,8,6,076,,M,4822827,0672589,880
201300006068,13,1,9,1800,5,2,1,1,6,090,rue Maurice Barr?s,M,4837036,0693066,880
201300006069,13,1,26,600,3,1,1,1,6,513,,M,4833709,0631778,880
201300006070,13,6,6,1415,1,1,4,1,1,173,,M,4836240,0626322,880
201300006071,13,6,9,1715,1,1,2,1,3,073,,M,4834725,0627709,880
201300006072,13,7,15,1515,1,2,1,1,7,090,route de chamagne,M,4838212,0629267,880
201300006073,13,10,4,2000,5,1,3,2,3,513,,M,4834167,0633333,880
201300006074,13,12,13,800,2,1,1,9,1,090,,M,4838727,0628769,880
201300006075,13,3,3,1615,1,1,1,1,1,289,,M,4813300,0585000,880
201300006076,13,4,21,15,3,2,1,1,6,061,"11, rue du moulin",M,4806229,0596484,880
201300006077,13,4,23,815,1,1,1,1,1,421,,M,4800255,0588888,880
201300006078,13,5,2,830,1,1,1,5,1,258,,M,4808073,0580321,880
201300006079,13,5,23,1715,1,1,1,1,3,517,,M,4812064,0594919,880
201300006080,13,7,10,945,1,2,1,7,3,238,44 rue abbes mathis et m,M,4805953,0611129,880
201300006081,13,9,2,1515,1,1,1,1,6,061,,M,4806040,0596178,880
201300006082,13,9,25,1800,1,1,1,1,7,065,,M,4809577,0605991,880
201300006083,13,12,11,900,1,1,1,9,7,291,,M,4798099,0599361,880
201300006084,13,3,25,1130,1,1,1,8,6,021,,M,4831312,0668238,880
201300006085,13,6,18,2230,5,2,1,1,3,367,avenue du 11 novembre,M,4833282,0663686,880
201300006086,13,7,6,1900,1,1,1,1,6,367,,M,4834620,0662184,880
201300006087,13,7,24,2215,5,2,1,1,7,318,5 route de Charmes,M,4835151,0654091,880
201300006088,13,12,19,1530,1,1,1,2,6,410,,M,4838921,0673935,880
201300006089,13,1,24,1015,1,2,1,8,3,465,"2, rue de Lorraine",M,4825172,0641965,880
201300006090,13,2,13,1430,1,2,1,1,6,465,38 Rue de Lorraine,M,4825337,0641720,880
201300006091,13,3,7,1615,1,1,1,1,5,454,,M,4824500,0652500,880
201300006092,13,4,15,1615,1,2,1,1,6,094,6 route d'Hadigny,M,4831431,0639973,880
201300006093,13,5,17,1515,1,2,1,1,2,099,,M,4822369,0643561,880
201300006094,13,5,18,1400,1,2,1,1,2,099,RUE D'EPINAL,M,4823030,0643652,880
201300006095,13,5,18,1245,1,1,1,1,1,465,"82, Rue d'Alsace",M,4824843,0642248,880
201300006096,13,6,21,1445,1,1,1,1,6,204,,M,4824399,0644515,880
201300006097,13,7,11,930,1,2,1,1,3,465,"61, Rue d'Alsace",M,4824911,0642193,880
201300006098,13,6,16,815,1,1,1,1,1,465,,M,4825334,0641128,880
201300006099,13,7,30,1600,1,2,1,1,1,204,rue Moselle,M,4825574,0643486,880
201300006100,13,8,14,1345,1,1,1,1,1,190,,M,4830281,0638217,880
201300006101,13,8,17,1330,1,1,1,7,7,454,,M,4826431,0654819,880
201300006102,13,8,20,1545,1,1,2,1,1,094,,M,4830271,0638361,880
201300006103,13,11,9,1415,1,1,1,1,6,465,,M,4827723,0644157,880
201300006104,13,12,1,930,1,2,1,7,6,327,1 rue général De Gaulle,M,4830593,0638665,880
201300006105,13,7,31,2300,3,1,1,1,7,225,,M,4806834,0648335,880
201300006106,13,9,25,1530,1,2,1,1,3,225,intersection RD34 et rue,M,0000000,0000000,880
201300006107,13,4,14,1900,1,1,1,1,3,150,,M,4833474,0589524,880
201300006108,13,4,25,1500,1,2,2,1,3,460,RD 674 - RD 3,M,4840115,0573107,880
201300006109,13,6,6,2000,1,1,3,7,6,401,,M,4830206,0576718,880
201300006110,13,6,16,600,1,1,1,1,6,321,,M,4834972,0567630,880
201300006111,13,7,5,1200,1,1,1,1,1,137,,M,4834399,0581293,880
201300006112,13,7,7,1200,1,1,1,6,6,270,,M,4830535,0555738,880
201300006113,13,7,12,730,1,1,1,1,1,363,,M,4846231,0581722,880
201300006114,13,7,21,2215,5,2,1,1,6,270,Route de Neufchateau,M,4831739,0559629,880
201300006115,13,8,7,1615,1,2,9,1,6,270,2 bis route de Joinville,M,4832239,0557590,880
201300006116,13,8,14,1400,1,2,1,1,1,321,chemin du Saulcy,M,4837057,0569779,880
201300006117,13,10,8,1730,1,1,1,1,7,366,,M,4836314,0590224,880
201300006118,13,11,25,1315,1,1,1,1,3,206,,M,4830297,0591385,880
201300006119,13,12,17,900,1,1,1,7,6,118,,M,4842199,0568350,880
201300006120,13,12,21,1800,5,2,1,1,3,321,Avenue Jean Jaur?s,M,4836056,0569411,880
201300006121,13,1,23,500,3,1,1,5,6,155,,M,4830412,0607383,880
201300006122,13,2,4,1845,3,1,1,1,1,389,,M,4834152,0598838,880
201300006123,13,3,2,2000,3,1,1,1,2,155,,M,4830430,0608069,880
201300006124,13,7,14,1715,1,2,3,1,1,334,,M,4833573,0602429,880
201300006125,13,7,22,2245,3,1,1,1,7,357,,M,4833231,0612212,880
201300006126,13,8,15,1345,1,1,1,1,5,237,,M,4823048,0629856,880
201300006127,13,8,31,1800,1,2,2,1,1,058,GRAND RUE,M,4832275,0595362,880
201300006128,13,9,15,15,3,1,1,3,7,129,,M,4825219,0624929,880
201300006129,13,10,14,730,2,2,1,1,6,304,Avenue Duch?ne,M,4829727,0613373,880
201300006130,13,10,19,1245,1,2,1,1,3,304,Avenue Gambetta,M,4830151,0614434,880
201300006131,13,11,8,1630,2,1,1,3,1,499,,M,4826983,0615856,880
201300006132,13,11,12,1145,1,1,1,1,3,055,,M,4830492,0632464,880
201300006133,13,1,2,900,1,2,2,1,3,516,Rue Winston Churchill,M,4820964,0595079,880
201300006134,13,3,1,145,3,2,1,1,6,430,"33, Rue de la corvée",M,4818520,0576923,880
201300006135,13,10,5,1330,1,1,1,3,1,516,,M,4819162,0593230,880
201300006136,13,12,13,1615,2,1,6,5,3,114,,M,4818884,0588290,880
201300006137,13,6,15,1500,1,1,1,1,3,158,,M,4810208,0659916,880
201300006138,13,10,3,1315,1,1,1,1,3,148,,M,4800420,0663321,880
201300006139,13,12,18,2130,5,2,1,1,6,011,2 rue de la gare,M,4811872,0652799,880
201300006140,13,2,27,1830,5,1,1,1,1,470,,M,4808433,0676966,880
201300006141,13,4,24,1415,1,1,4,1,6,075,Route de Gérardmer,M,4801941,0689007,880
201300006142,13,6,23,1645,1,1,1,1,1,075,,M,4800366,0693650,880
201300006143,13,7,9,1845,1,2,1,1,6,116,5 RUE DU DAVAL,M,4796353,0683531,880
201300006144,13,7,21,2300,1,1,1,1,1,075,,M,4799805,0684952,880
201300006145,13,8,10,430,3,1,1,8,6,109,,M,4805701,0666911,880
201300006146,13,12,16,1530,1,1,1,1,3,447,,M,4795577,0674425,880
201300006147,13,4,6,1345,1,1,1,1,7,426,,M,4784165,0683522,880
201300006148,13,11,1,15,5,2,1,1,6,468,32 rue de la Gare,M,4787628,0676452,880
201300006149,13,11,16,545,3,1,6,5,6,408,,M,4790942,0669425,880
201300006150,13,11,16,2200,5,2,1,1,6,302,16 grande rue,M,4789786,0678780,880
201300006151,13,11,19,1315,1,2,9,3,1,468,"1, Avenue de Verdun",M,4788083,0676317,880
201300006152,13,5,14,445,3,1,1,1,1,361,,M,4830242,0707536,880
201300006153,13,8,30,1100,1,1,1,1,1,445,,M,4825244,0695818,880
201300006154,13,9,20,1500,1,2,3,1,1,445,D58 / Vaucourt,M,4823789,0696539,880
201300006155,13,1,11,1715,3,1,1,2,1,181,,M,4817814,0693066,880
201300006156,13,2,21,2130,5,2,1,1,6,218,1 route de G?rardmer,M,4814147,0679712,880
201300006157,13,3,24,1015,1,2,1,1,1,106,345 route D?p 73,M,4817765,0697594,880
201300006158,13,3,30,1045,1,1,1,1,1,009,,M,4818030,0693707,880
201300006159,13,5,8,615,1,1,1,1,6,284,,M,4822220,0698287,880
201300006160,13,6,9,715,2,1,3,8,6,505,,M,4817587,0683155,880
201300006161,13,6,15,1430,1,1,1,1,4,181,,M,4818013,0702387,880
201300006162,13,8,1,730,1,1,3,1,3,106,,M,4818355,0697335,880
201300006163,13,9,9,645,1,2,1,1,4,009,1917 route de St Dié,M,4820361,0694444,880
201300006164,13,9,13,730,1,1,1,1,6,198,,M,4810656,0691025,880
201300006165,13,10,29,1800,5,2,1,1,1,423,Mardichamp,M,4822216,0696526,880
201300006166,13,10,30,815,1,2,1,7,6,009,75 rue des acacias,M,4818548,0694865,880
201300006167,13,11,29,45,3,2,1,1,4,018,Route de Granges,M,4816968,0677514,880
201300006168,13,12,28,1845,5,2,1,2,1,115,rue d 'alsace,M,4816989,0688521,880
201300006169,13,2,16,1145,1,2,2,1,3,196,rue de Lorraine,M,0000000,0000000,880
201300006170,13,9,21,1445,1,1,4,1,3,196,Route du Tour du Lac,M,4807300,0683939,880
201300006171,13,2,13,15,3,1,1,1,6,165,,M,4836115,0682043,880
201300006172,13,4,18,800,1,2,1,1,2,451,avenue de salm,M,4838953,0695533,880
201300006173,13,4,27,2115,5,2,1,2,6,165,8 rue de l'abbaye,M,4836461,0686778,880
201300006174,13,5,17,1000,1,1,1,2,7,435,,M,4834992,0683213,880
201300006175,13,6,5,1500,1,1,3,1,3,435,Route d'Etival,M,4835352,0683364,880
201300006176,13,6,23,1145,1,1,1,1,6,053,Col du Hantz,M,4840817,0706840,880
201300006177,13,8,29,1830,1,2,1,7,1,451,11 rue du mar?chal Foch,M,4840334,0698741,880
201300006178,13,9,5,1600,1,2,1,1,3,372,59 avenue du 21?me BCP,M,4840765,0685908,880
201300006179,13,9,3,1745,1,2,8,7,6,451,place mar?chal vautrin,M,4839568,0698066,880
201300006180,13,9,22,245,5,2,1,8,6,372,107 rue stalingrad,M,4841009,0685282,880
201300006181,13,9,27,1700,1,1,1,1,1,053,,M,4840998,0704759,880
201300006182,13,12,17,1730,1,1,1,1,1,372,,M,4839901,0685476,880
201300006183,13,1,22,1745,5,2,6,8,1,028,CD5 PK 10+500,M,0000000,0000000,670
201300006184,13,3,8,1930,3,1,1,2,6,246,,M,4833400,0756100,670
201300006185,13,6,23,1715,2,2,1,1,3,028,intersection,M,4837500,0759200,670
201300006186,13,6,27,1630,1,2,3,1,3,028,Rue S?lestat,M,4837500,0759100,670
201300006187,13,7,29,115,3,1,1,2,6,090,,M,0000000,0000000,670
201300006188,13,8,1,1045,1,2,1,7,6,216,02 rue du gal De Gaulle,M,0000000,0000000,670
201300006189,13,9,17,2015,5,1,1,3,2,216,,M,0000000,0000000,670
201300006190,13,10,10,815,2,1,1,3,1,028,,M,4836700,0761100,670
201300006191,13,10,16,1300,1,1,1,1,6,055,,M,4834100,0766500,670
201300006192,13,10,26,715,3,2,1,1,3,028,Rue de la digue,M,0000000,0000000,670
201300006193,13,11,22,1715,3,1,1,9,6,146,,M,4831700,0769100,670
201300006194,13,12,11,1530,3,1,1,5,5,192,,M,4836100,0761900,670
201300006195,13,12,17,2200,3,2,1,1,6,216,,M,4836700,0757800,670
201300006196,13,7,14,530,2,2,1,1,6,131,Brigade Alsace Lorraine,M,4848500,0771200,670
201300006197,13,8,5,1830,1,2,1,7,1,268,RUE DU GENERAL DE GAULLE,M,4849600,0766800,670
201300006198,13,8,14,1730,1,2,9,1,1,137,,M,4849300,0768300,670
201300006199,13,1,25,630,2,2,1,1,6,130,rue du rempart,M,0000000,0000000,670
201300006200,13,2,7,745,1,2,1,8,6,130,08 rue merci?re,M,0000000,0000000,670
201300006201,13,2,26,915,2,1,1,9,2,130,,M,0000000,0000000,670
201300006202,13,3,10,1100,1,1,1,2,6,526,,M,0000000,0000000,670
201300006203,13,3,28,2000,3,1,1,1,6,197,,M,0000000,0000000,670
201300006204,13,5,4,1645,1,1,1,2,7,438,,M,0000000,0000000,670
201300006205,13,5,18,1630,1,1,1,1,3,130,,M,0000000,0000000,670
201300006206,13,5,27,1030,1,2,1,1,7,200,rue saint ludan,M,0000000,0000000,670
201300006207,13,6,18,915,1,1,1,1,4,217,,M,0000000,0000000,670
201300006208,13,7,8,2015,1,1,1,1,7,154,,M,0000000,0000000,670
201300006209,13,8,2,1900,1,2,1,1,1,130,03 RUE JEAN GEORGES ABRY,M,0000000,0000000,670
201300006210,13,8,21,745,1,1,1,1,3,438,,M,0000000,0000000,670
201300006211,13,9,17,1000,1,1,2,1,3,217,,M,0000000,0000000,670
201300006212,13,4,23,1715,1,1,1,1,3,286,,M,0000000,0000000,670
201300006213,13,5,24,745,1,2,1,1,6,348,Avenue de gail,M,0000000,0000000,670
201300006214,13,9,1,1600,1,1,1,1,6,286,,M,0000000,0000000,670
201300006215,13,11,22,2315,5,2,1,1,6,504,Rue du Moulin,M,0000000,0000000,670
201300006216,13,12,16,1230,1,1,1,1,6,286,,M,4844200,0754600,670
201300006217,13,1,8,1800,3,1,1,2,5,523,,M,0000000,0000000,670
201300006218,13,4,26,1845,1,1,1,3,3,203,,M,0000000,0000000,670
201300006219,13,5,7,2315,5,2,6,1,7,458,rue du g?n?ral de Gaulle,M,0000000,0000000,670
201300006220,13,8,1,800,1,1,1,1,1,523,,M,0000000,0000000,670
201300006221,13,8,1,1030,1,2,2,1,3,230,42 rue de la Libert?,M,0000000,0000000,670
201300006222,13,10,29,830,3,1,1,1,2,458,,M,0000000,0000000,670
201300006223,13,4,6,1015,1,1,1,1,6,046,,M,0000000,0000000,670
201300006224,13,4,27,2215,5,2,9,2,2,046,,M,0000000,0000000,670
201300006225,13,5,10,1715,1,2,3,1,3,046,rue de rohrwiller,M,4877000,0786500,670
201300006226,13,5,23,400,5,2,1,1,7,449,153 RUE PRINCIPALE,M,0000000,0000000,670
201300006227,13,7,11,1045,1,1,6,1,3,169,,M,0000000,0000000,670
201300006228,13,10,4,1845,3,1,1,1,1,450,,M,0000000,0000000,670
201300006229,13,2,26,730,1,2,1,1,6,473,Ru de STRASBOURG,M,0000000,0000000,670
201300006230,13,5,21,1700,1,2,1,1,3,300,Avenue de la gare,M,0000000,0000000,670
201300006231,13,7,12,1615,1,2,1,7,3,313,3 A rue des Trois Pics,M,0000000,0000000,670
201300006232,13,8,1,1645,1,1,1,1,3,101,,M,0000000,0000000,670
201300006233,13,8,15,1630,1,2,1,1,6,112,RUE DE LA FORET,M,0000000,0000000,670
201300006234,13,8,21,1030,1,2,6,2,3,300,Carrefour Rue des Sports,M,0000000,0000000,670
201300006235,13,8,23,800,1,2,1,1,6,300,Rue du G?n?ral LECLERC,M,4854500,0748900,670
201300006236,13,9,3,1430,1,2,1,7,1,300,rue du g?n?ral leclerc,M,4854500,0749000,670
201300006237,13,9,25,2100,4,1,1,1,6,080,,M,0000000,0000000,670
201300006238,13,12,17,1730,3,1,1,1,4,168,,M,0000000,0000000,670
201300006239,13,1,15,1300,1,2,1,8,6,411,rue Marie Anne Reibel,M,4850000,0746000,670
201300006240,13,4,18,1530,1,1,1,1,1,045,,M,0000000,0000000,670
201300006241,13,5,9,1745,1,1,1,1,6,411,,M,0000000,0000000,670
201300006242,13,7,23,1230,1,1,1,1,1,411,,M,4851200,0749900,670
201300006243,13,4,28,1545,1,1,1,1,1,377,,M,0000000,0000000,670
201300006244,13,8,26,1845,1,1,1,1,1,520,,M,4863400,0747300,670
201300006245,13,9,2,1030,1,1,1,1,3,122,,M,4863400,0733500,670
201300006246,13,9,29,1315,1,1,1,1,5,018,,M,4858600,0742600,670
201300006247,13,9,30,1630,1,1,1,1,6,442,,M,4860100,0751500,670
201300006248,13,3,8,1315,1,1,1,1,6,352,,M,0000000,0000000,670
201300006249,13,6,2,1300,1,1,1,1,1,061,,M,0000000,0000000,670
201300006250,13,8,23,1330,1,1,1,1,6,322,,M,0000000,0000000,670
201300006251,13,10,22,215,5,1,6,1,6,469,,M,0000000,0000000,670
201300006252,13,12,16,1630,2,2,1,1,6,061,9 rue des mines,M,0000000,0000000,670
201300006253,13,3,6,1615,1,2,1,1,6,437,36 rue du Mar?chal Joffr,M,0000000,0000000,670
201300006254,13,4,17,1800,1,1,1,1,1,437,,M,0000000,0000000,670
201300006255,13,5,3,1630,1,1,1,2,1,478,,M,0000000,0000000,670
201300006256,13,6,17,2045,1,1,1,1,7,089,,M,0000000,0000000,670
201300006257,13,6,19,1345,1,1,1,1,5,078,,M,0000000,0000000,670
201300006258,13,6,29,1000,1,1,1,1,6,275,,M,0000000,0000000,670
201300006259,13,7,12,1330,1,1,1,1,3,437,,M,0000000,0000000,670
201300006260,13,9,2,1200,1,1,1,1,3,367,,M,0000000,0000000,670
201300006261,13,11,17,1100,1,2,1,8,6,437,4 rue des cl?s,M,4874400,0736900,670
201300006262,13,12,22,1045,1,1,1,2,1,437,,M,0000000,0000000,670
201300006263,13,2,11,1045,1,1,1,4,3,488,,M,0000000,0000000,670
201300006264,13,3,1,2000,3,1,1,1,6,456,,M,0000000,0000000,670
201300006265,13,3,12,915,1,1,1,8,6,183,,M,4892300,0703100,670
201300006266,13,4,11,1815,1,1,1,2,6,434,,M,4881000,0711200,670
201300006267,13,5,5,1315,1,1,1,7,7,371,,M,4885400,0731800,670
201300006268,13,5,12,1915,1,1,1,1,1,191,,M,4904700,0708900,670
201300006269,13,6,17,1615,1,2,1,7,3,095,rue paul Paray,M,0000000,0000000,670
201300006270,13,7,21,115,5,2,1,1,7,483,82 rue principale,M,4889400,0725600,670
201300006271,13,9,21,2000,3,2,1,1,6,524,rue de neuwiller,M,0000000,0000000,670
201300006272,13,10,3,1845,1,2,1,1,6,105,25 rue de phalsbourg,M,0000000,0000000,670
201300006273,13,11,25,700,2,1,1,1,6,234,,M,0000000,0000000,670
201300006274,13,2,25,745,1,1,1,4,7,298,,M,0000000,0000000,670
201300006275,13,3,5,2130,5,2,1,1,5,067,115 AVENUE DE STRASBOURG,M,4872900,0770900,670
201300006276,13,5,15,1200,1,2,1,1,3,067,9 RUE DE PFAFENHOFFEN,M,0000000,0000000,670
201300006277,13,6,2,1030,1,2,1,1,6,067,RUE DE L ABATTOIR,M,0000000,0000000,670
201300006278,13,6,26,1800,1,2,1,1,1,067,,M,0000000,0000000,670
201300006279,13,7,16,1400,1,2,1,1,2,067,141 Avenue de Strasbourg,M,4873400,0771300,670
201300006280,13,8,11,1945,1,1,1,1,3,039,,M,4871000,0766000,670
201300006281,13,11,30,800,1,2,1,5,6,067,103 Avenue de Strasbourg,M,4872800,0771000,670
201300006282,13,3,7,730,1,1,9,1,6,548,,M,4864400,0760800,670
201300006283,13,3,28,1745,1,1,1,1,6,460,,M,4877100,0759400,670
201300006284,13,4,16,630,1,1,1,1,1,225,,M,4880800,0753400,670
201300006285,13,4,17,1415,1,1,1,1,6,548,,M,4863900,0759400,670
201300006286,13,5,13,745,1,1,1,1,6,363,,M,4859000,0756200,670
201300006287,13,8,5,1100,1,2,8,1,7,460,Rue de WALTENHEIM,M,0000000,0000000,670
201300006288,13,8,13,1930,1,2,1,1,1,495,Rue de la Gare,M,0000000,0000000,670
201300006289,13,9,7,2245,3,1,1,1,2,374,,M,4867100,0763700,670
201300006290,13,9,21,1400,1,1,1,1,6,375,,M,4865000,0767800,670
201300006291,13,12,19,830,1,1,1,8,6,382,,M,0000000,0000000,670
201300006292,13,12,22,215,3,1,1,1,7,495,,M,0000000,0000000,670
201300006293,13,4,1,2130,4,2,1,1,3,151,16 rue Nationale,M,4869300,0787400,670
201300006294,13,7,17,1445,1,1,1,1,1,205,,M,4868800,0778000,670
201300006295,13,7,25,1500,1,1,1,1,1,519,,M,4864600,0778700,670
201300006296,13,2,1,1415,1,1,1,2,1,065,,M,0000000,0000000,670
201300006297,13,3,28,1145,1,1,1,1,1,226,,M,0000000,0000000,670
201300006298,13,4,27,615,2,2,1,2,1,118,rue du canal,M,0000000,0000000,670
201300006299,13,5,9,1800,1,1,1,1,2,226,,M,0000000,0000000,670
201300006300,13,5,27,1030,1,2,1,1,3,001,rue du Holtzheim,M,0000000,0000000,670
201300006301,13,6,29,1600,1,2,9,1,3,551,Rue du G?n?ral LECLERC,M,4859100,0766700,670
201300006302,13,8,12,915,1,2,1,1,6,226,16 Route de Parie,M,0000000,0000000,670
201300006303,13,9,2,2115,3,1,1,1,6,182,,M,4855900,0762900,670
201300006304,13,9,15,830,1,2,9,2,6,226,route de Paris,M,0000000,0000000,670
201300006305,13,10,7,730,2,2,6,1,1,551,Route de Paris - D45,M,0000000,0000000,670
201300006306,13,10,18,1200,1,1,1,1,5,118,,M,0000000,0000000,670
201300006307,13,1,2,815,1,1,1,1,1,020,,M,0000000,0000000,670
201300006308,13,2,15,745,2,1,1,4,6,115,,M,4831600,0749500,670
201300006309,13,2,25,830,1,1,1,8,1,239,,M,4828100,0734900,670
201300006310,13,5,12,1030,1,1,1,8,3,239,,M,4828600,0736200,670
201300006311,13,7,12,815,1,1,1,1,3,115,,M,4830200,0749300,670
201300006312,13,7,13,1945,1,1,3,1,3,115,,M,4831700,0750700,670
201300006313,13,9,2,300,3,1,1,1,7,317,,M,4831700,0735200,670
201300006314,13,4,15,1900,1,1,1,1,6,021,,M,0000000,0000000,670
201300006315,13,6,20,1945,1,1,2,1,3,481,,M,0000000,0000000,670
201300006316,13,7,21,545,2,1,1,1,6,481,,M,4838700,0752900,670
201300006317,13,8,21,930,1,1,1,1,1,227,,M,0000000,0000000,670
201300006318,13,9,1,515,3,1,1,1,7,010,,M,4839700,0740900,670
201300006319,13,9,20,1330,1,1,1,1,1,084,,M,4831600,0747200,670
201300006320,13,1,17,1130,1,2,1,8,6,547,1 rue de Muttersholtz,M,0000000,0000000,670
201300006321,13,1,19,1445,1,1,1,8,6,311,,M,0000000,0000000,670
201300006322,13,2,28,2200,1,2,1,1,6,196,,M,0000000,0000000,670
201300006323,13,8,3,1445,1,2,1,1,6,281,8 rue du Rhin,M,0000000,0000000,670
201300006324,13,8,11,1,5,1,1,1,2,453,,M,0000000,0000000,670
201300006325,13,9,16,1745,1,2,1,3,3,281,12 rue cl?menceau,M,0000000,0000000,670
201300006326,13,10,22,1515,1,1,2,1,3,310,,M,0000000,0000000,670
201300006327,13,12,1,1845,3,1,1,1,1,277,,M,0000000,0000000,670
201300006328,13,12,10,1615,1,1,1,1,6,311,,M,0000000,0000000,670
201300006329,13,3,5,1430,1,2,1,1,6,544,AVENUE DE LA GARE,M,0000000,0000000,670
201300006330,13,3,25,1730,1,1,1,1,7,400,,M,4900000,0795500,670
201300006331,13,5,14,1300,1,2,1,1,1,451,Rue principale,M,4899700,0802699,670
201300006332,13,9,7,2245,3,1,1,1,6,544,,M,4901400,0798000,670
201300006333,13,12,1,145,3,1,1,1,6,074,,M,0000000,0000000,670
201300006334,13,2,3,1515,1,2,1,1,3,463,1 rue de Strasbourg,M,4890300,0811100,670
201300006335,13,3,12,1645,1,1,1,4,1,346,,M,0000000,0000000,670
201300006336,13,10,25,815,1,1,1,1,1,494,,M,0000000,0000000,670
201300006337,13,10,22,15,3,1,1,1,7,235,,M,0000000,0000000,670
201300006338,13,10,26,1515,1,1,1,1,5,327,,M,0000000,0000000,670
201300006339,13,11,26,645,4,1,1,9,1,025,,M,0000000,0000000,670
201300006340,13,1,2,715,2,1,2,1,3,474,,M,4894900,0789400,670
201300006341,13,1,12,1600,1,1,1,1,1,184,,M,4889300,0798700,670
201300006342,13,2,23,1845,2,1,1,1,1,487,,M,4890800,0786100,670
201300006343,13,7,1,1200,1,1,1,1,7,474,,M,4893700,0788000,670
201300006344,13,9,22,1545,1,1,1,1,3,213,,M,0000000,0000000,670
201300006345,13,12,30,2345,3,1,1,5,6,184,,M,4891800,0798300,670
201300006346,13,5,18,1400,1,1,1,1,3,160,,M,4896400,0775600,670
201300006347,13,7,31,1700,1,1,1,1,3,257,,M,4895400,0782700,670
201300006348,13,1,25,1000,1,1,9,1,1,007,,M,4806032,0742480,680
201300006349,13,3,13,1515,1,2,1,1,1,145,A hauteur 86 Grand'Rue,M,4808005,0739825,680
201300006350,13,4,24,1515,1,1,1,1,6,009,,M,4810965,0757025,680
201300006351,13,5,10,1445,1,2,3,1,1,331,rue des acacias,M,4804597,0741506,680
201300006352,13,6,17,1645,1,1,4,1,1,227,,M,4810858,0747367,680
201300006353,13,7,1,2145,2,2,2,1,1,146,RUE DE LATTRE DE TASSIGN,M,4812493,0737828,680
201300006354,13,7,2,1930,1,1,2,1,3,227,,M,4810808,0748291,680
201300006355,13,7,26,1045,1,1,1,1,5,331,,M,4804968,0740435,680
201300006356,13,12,23,1500,5,2,1,1,1,145,GRAND RUE,M,0000000,0000000,680
201300006357,13,1,22,745,2,2,1,1,6,249,route de colmar,M,4812858,0716734,680
201300006358,13,6,7,2100,2,2,2,1,2,026,rue de jegun,M,4814166,0733094,680
201300006359,13,8,21,1830,1,2,1,1,3,026,Rue des romains,M,4815200,0733400,680
201300006360,13,10,2,1600,1,1,6,7,3,310,,M,4813700,0731900,680
201300006361,13,12,11,1730,1,1,1,4,7,044,,M,0000000,0000000,680
201300006362,13,1,20,2145,5,2,1,2,6,368,route Nationale,M,4804657,0720852,680
201300006363,13,3,23,2330,5,1,1,1,2,368,,M,4804615,0720768,680
201300006364,13,4,15,1630,1,2,1,1,1,368,rue de Walbach,M,4805304,0720741,680
201300006365,13,7,7,1345,1,1,3,1,3,329,,M,4806069,0708641,680
201300006366,13,9,1,945,1,1,1,1,1,142,,M,4806700,0713700,680
201300006367,13,9,28,2200,3,2,1,1,6,051,"1, route de Munster",M,4802771,0710151,680
