Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201100001915,0,30,000,00,2,8,15,B02
201100001916,0,07,000,08,0,3,16,A01
201100001917,0,21,000,00,2,3,01,B02
201100001917,0,02,000,00,2,1,13,A01
201100001918,0,07,000,00,2,7,01,A01
201100001918,0,02,000,00,2,1,09,B02
201100001919,0,99,000,13,0,1,00,A01
201100001920,0,01,000,00,2,8,15,B02
201100001920,0,07,000,13,2,2,17,A01
201100001921,0,01,000,00,2,1,02,A01
201100001921,0,01,000,00,2,4,21,B02
201100001922,0,21,000,00,2,6,01,B02
201100001922,0,07,000,00,2,3,13,A01
201100001923,0,10,000,00,1,2,02,A01
201100001924,0,07,000,06,0,3,16,A01
201100001925,0,10,000,00,2,3,19,A01
201100001925,0,03,000,00,2,3,01,B02
201100001926,0,07,000,13,0,1,13,A01
201100001927,0,07,000,00,9,2,19,A01
201100001927,0,01,000,00,0,8,01,B02
201100001928,0,07,000,06,0,8,01,A01
201100001929,0,07,000,00,2,3,13,B02
201100001929,0,07,000,00,2,3,01,A01
201100001930,0,07,000,00,1,5,15,A01
201100001931,0,07,000,00,2,1,01,B02
201100001931,0,07,000,00,2,8,19,A01
201100001932,0,07,000,00,1,2,01,A01
201100001933,0,07,000,00,1,2,01,A01
201100001934,0,07,000,03,0,9,01,A01
201100001935,0,07,000,00,2,1,01,B02
201100001935,0,07,000,00,2,3,19,A01
201100001936,0,07,000,00,2,1,05,A01
201100001936,0,07,000,00,2,1,01,B02
201100001937,0,07,000,00,1,2,01,A01
201100001938,0,01,000,00,2,1,01,B02
201100001938,0,07,000,00,9,3,13,A01
201100001939,0,07,000,06,0,1,01,A01
201100001940,0,33,000,00,1,2,01,A01
201100001941,0,07,000,13,0,9,01,A01
201100001942,0,07,000,08,0,1,13,A01
201100001943,0,07,000,16,0,1,13,A01
201100001944,0,07,000,00,2,1,01,B02
201100001944,0,07,000,00,2,7,15,A01
201100001945,0,07,000,00,2,8,01,B02
201100001945,0,33,000,00,2,1,00,A01
201100001946,0,07,000,00,2,1,01,A01
201100001946,0,07,000,00,2,1,13,B02
201100001947,0,07,000,00,1,2,01,A01
201100001948,0,07,000,00,1,1,01,A01
201100001949,0,10,000,00,2,3,19,A01
201100001949,0,10,000,00,2,1,01,B02
201100001950,0,07,000,00,2,2,01,B02
201100001950,0,30,000,06,2,1,13,A01
201100001951,0,01,000,00,2,8,11,B02
201100001951,0,07,000,00,9,7,17,A01
201100001952,0,30,000,00,0,0,00,A01
201100001953,0,07,000,00,2,3,01,B02
201100001953,0,07,000,00,2,3,13,A01
201100001954,0,01,000,00,2,1,01,B02
201100001954,0,07,000,00,2,7,01,A01
201100001955,0,07,000,00,1,3,01,A01
201100001956,0,10,000,00,5,1,01,A01
201100001956,0,10,000,00,5,1,01,B02
201100001957,0,14,000,13,0,9,01,A01
201100001958,0,07,000,13,0,1,01,A01
201100001959,0,01,000,00,2,1,01,B02
201100001959,0,07,000,00,9,3,15,A01
201100001960,0,07,000,00,2,1,19,A01
201100001960,0,33,000,00,2,7,01,B02
201100001961,0,07,000,00,2,3,01,B02
201100001961,0,07,000,00,2,1,13,A01
201100001962,0,20,000,00,2,6,01,B02
201100001962,0,33,000,00,2,3,13,A01
201100001963,1,07,000,00,2,8,19,B02
201100001963,0,02,000,00,2,0,01,A01
201100001964,0,33,000,03,0,2,14,A01
201100001965,0,30,000,00,0,0,16,A01
201100001966,0,01,000,00,2,1,01,A01
201100001966,0,07,000,00,9,3,23,B02
201100001967,0,07,000,00,2,7,13,A01
201100001967,0,07,000,00,2,1,01,B02
201100001968,0,07,000,00,2,1,02,A01
201100001968,0,07,000,00,2,4,00,B02
201100001968,0,07,000,00,2,4,00,C03
201100001969,0,07,000,00,2,3,10,B02
201100001969,0,07,000,00,2,2,17,A01
201100001970,0,10,000,00,2,1,13,A01
201100001970,0,10,000,00,2,3,00,B02
201100001971,0,07,000,00,2,1,01,B02
201100001971,0,30,000,00,2,1,15,A01
201100001972,0,31,000,13,0,2,01,A01
201100001973,0,31,000,00,2,1,01,B02
201100001973,0,07,000,00,2,3,15,A01
201100001974,0,01,000,00,2,1,15,B02
201100001974,0,07,000,00,2,3,01,A01
201100001975,0,02,000,13,0,1,14,A01
201100001976,0,07,000,00,2,1,01,B02
201100001976,0,07,000,00,2,8,15,A01
201100001977,0,30,000,14,0,8,01,A01
201100001977,0,07,000,00,9,3,23,B02
201100001978,0,07,000,00,2,1,15,A01
201100001978,0,31,000,00,2,1,01,B02
201100001979,0,07,000,00,1,1,01,A01
201100001980,0,01,000,00,2,1,01,B02
201100001980,0,07,000,00,9,2,15,A01
201100001981,0,30,000,00,2,1,01,A01
201100001981,0,07,000,00,2,8,01,B02
201100001982,0,07,000,00,0,8,15,B02
201100001982,0,30,000,00,2,2,01,A01
201100001983,0,33,000,00,2,1,17,B02
201100001983,0,07,000,00,0,6,15,A01
201100001984,0,30,000,00,0,7,01,A01
201100001985,0,38,000,00,2,4,16,B02
201100001985,0,33,000,00,2,1,02,A01
201100001986,0,31,000,00,2,8,01,B02
201100001986,0,10,000,00,2,3,15,A01
201100001987,0,07,000,14,0,1,01,A01
201100001988,0,33,000,12,0,1,01,A01
201100001989,0,30,000,08,0,7,21,A01
201100001990,0,07,000,06,0,5,06,A01
201100001991,0,31,000,00,2,1,01,A01
201100001991,0,07,000,00,0,4,01,B02
201100001992,0,33,000,00,0,0,17,A01
201100001992,0,10,000,00,0,0,01,B02
201100001993,0,07,000,00,1,1,15,A01
201100001994,0,31,000,00,2,1,01,B02
201100001994,0,07,000,00,2,8,09,A01
201100001995,0,07,000,00,2,3,09,A01
201100001995,0,07,000,00,2,7,01,B02
201100001996,0,07,000,00,1,1,02,A01
201100001997,0,10,000,00,1,5,04,A01
201100001998,0,07,000,00,2,8,01,B02
201100001998,0,07,000,00,2,3,13,A01
201100001999,0,07,000,00,2,1,01,A01
201100001999,0,07,000,00,2,2,01,B02
201100002000,1,07,000,00,1,7,00,A01
201100002001,0,07,000,00,1,3,01,A01
201100002002,0,07,000,00,1,3,01,A01
201100002003,0,33,000,13,0,1,02,A01
201100002004,0,38,000,00,2,3,01,A01
201100002004,0,07,000,00,2,2,13,B02
201100002005,0,07,000,00,1,1,01,A01
201100002006,0,07,000,06,0,7,13,A01
201100002007,0,99,000,08,0,3,01,A01
201100002008,0,30,000,08,0,7,00,A01
201100002009,0,33,000,00,0,8,00,A01
201100002010,0,07,000,00,1,1,01,A01
201100002011,0,33,000,00,2,1,01,A01
201100002011,0,07,000,00,0,6,19,B02
201100002012,0,02,000,14,0,2,01,B02
201100002012,0,07,000,14,0,1,05,A01
201100002013,0,10,000,00,2,1,01,B02
201100002013,0,30,000,00,2,1,15,A01
201100002014,0,10,000,00,0,2,01,A01
201100002014,0,01,000,00,0,1,05,B02
201100002015,0,07,000,00,2,1,13,A01
201100002015,0,07,000,00,2,1,01,B02
201100002016,0,07,000,00,2,3,13,A01
201100002016,0,07,000,00,2,3,01,B02
201100002016,0,07,000,00,2,3,01,C03
201100002017,0,07,000,00,2,3,15,A01
201100002017,0,02,000,00,2,1,01,B02
201100002018,0,30,000,00,2,4,01,A01
201100002018,0,10,000,00,2,1,13,C03
201100002018,0,30,000,00,2,4,01,B02
201100002019,0,07,000,00,1,2,01,A01
201100002020,0,07,000,00,2,1,01,A01
201100002020,0,07,000,00,2,1,01,B02
201100002021,0,31,000,00,2,1,02,B02
201100002021,0,07,000,00,2,4,02,A01
201100002022,0,07,000,00,1,1,01,A01
201100002023,0,01,000,00,2,1,01,A01
201100002024,0,07,000,00,1,2,01,A01
201100002025,0,07,000,00,2,8,01,B02
201100002025,0,07,000,00,2,1,15,A01
201100002026,0,07,000,11,0,0,01,A01
201100002027,0,07,000,00,2,5,15,A01
201100002027,0,01,000,00,2,1,01,B02
201100002028,0,07,000,00,2,2,13,A01
201100002028,0,07,000,00,2,2,21,B02
201100002029,0,07,000,06,0,7,01,A01
201100002030,0,07,000,00,1,2,01,A01
201100002031,0,07,000,00,2,5,15,A01
201100002031,0,33,000,00,2,1,01,B02
201100002032,0,07,000,00,2,1,01,A01
201100002032,0,07,000,00,2,8,19,B02
201100002033,0,07,000,00,2,8,15,B02
201100002033,0,33,000,00,2,1,17,A01
201100002034,0,33,000,00,9,1,01,A01
201100002034,0,01,000,00,2,8,19,B02
201100002035,0,07,000,00,9,2,09,A01
201100002035,0,01,000,00,2,7,01,B02
201100002036,0,34,000,01,0,8,02,B02
201100002036,0,07,000,00,0,4,15,A01
201100002037,0,01,000,00,2,8,01,B02
201100002037,0,07,000,00,2,7,17,A01
201100002038,0,02,000,00,2,3,01,B02
201100002038,0,07,000,00,2,5,20,A01
201100002039,0,07,000,00,2,1,00,B02
201100002039,0,07,000,00,2,1,13,A01
201100002040,0,07,000,13,0,3,13,A01
201100002041,0,07,000,13,0,1,01,A01
201100002042,0,07,000,13,2,1,01,A01
201100002042,0,07,000,14,0,3,01,B02
201100002043,0,07,000,00,2,1,15,A01
201100002043,0,33,000,00,2,1,01,B02
201100002044,0,07,000,00,2,3,09,A01
201100002044,0,07,000,00,2,1,01,B02
201100002045,0,07,000,00,2,1,09,A01
201100002045,0,33,000,00,2,1,01,B02
201100002046,0,10,000,00,2,1,01,A01
201100002046,0,07,000,00,2,4,15,B02
201100002047,0,07,000,13,0,1,13,A01
201100002048,0,33,000,14,0,8,01,A01
201100002049,0,17,000,00,0,8,02,B02
201100002049,0,36,000,02,2,5,02,A01
201100002050,0,07,000,00,2,3,17,A01
201100002050,0,07,000,00,2,3,01,B02
201100002051,0,07,000,00,2,2,01,B02
201100002051,0,07,000,00,2,3,09,A01
201100002052,0,07,000,00,1,2,01,A01
201100002053,0,33,000,00,0,8,01,A01
201100002054,0,07,000,15,0,1,01,A01
201100002055,0,07,000,00,2,3,01,B02
201100002055,0,07,000,00,2,3,00,A01
201100002056,0,02,000,00,2,1,01,A01
201100002056,0,10,000,00,2,6,20,B02
201100002057,0,10,000,00,0,4,09,B02
201100002057,0,33,000,00,2,1,01,A01
201100002058,0,07,000,13,2,1,02,B02
201100002058,0,33,000,00,2,4,01,A01
201100002059,0,30,000,00,2,1,13,A01
201100002059,0,07,000,00,2,3,01,B02
201100002060,0,07,000,13,0,1,01,A01
201100002061,0,07,000,08,0,1,01,A01
201100002062,0,07,000,00,0,1,00,A01
201100002063,1,07,000,00,1,3,01,A01
201100002064,0,07,000,13,0,3,01,A01
201100002065,0,07,000,00,2,8,15,B02
201100002065,0,33,000,00,2,1,13,A01
201100002066,0,03,000,00,0,0,20,A01
201100002067,0,10,000,00,0,3,15,B02
201100002067,0,07,000,00,2,1,01,A01
201100002068,0,07,000,16,0,2,02,A01
201100002069,0,33,000,00,1,1,01,A01
201100002070,0,07,000,00,2,2,13,A01
201100002070,0,07,000,00,2,3,01,B02
201100002071,0,07,000,13,0,3,19,A01
201100002072,0,10,000,00,2,3,01,A01
201100002072,0,10,000,00,2,3,01,B02
201100002073,0,10,000,00,2,1,13,A01
201100002073,0,03,000,00,2,1,01,B02
201100002074,0,07,000,00,2,1,01,A01
201100002074,0,07,000,00,2,3,15,B02
201100002075,0,07,000,08,2,3,21,A01
201100002075,0,07,000,00,0,5,15,B02
201100002076,0,07,000,00,2,1,01,B02
201100002076,0,07,000,00,2,8,01,A01
201100002077,0,07,000,00,1,4,20,A01
201100002078,0,07,000,00,1,2,01,A01
201100002079,0,07,000,00,2,2,15,A01
201100002079,0,30,000,00,2,1,01,B02
201100002080,0,02,000,00,2,4,02,A01
201100002080,0,02,000,00,2,4,02,B02
201100002080,0,07,000,00,2,1,02,C03
201100002081,0,01,000,00,2,3,09,B02
201100002081,0,14,000,00,9,2,01,A01
201100002082,0,01,000,00,2,4,01,A01
201100002083,0,07,000,00,2,7,09,A01
201100002083,0,07,000,00,2,3,01,B02
201100002084,0,10,000,00,2,3,15,A01
201100002084,0,02,000,00,2,1,01,B02
201100002085,0,07,000,06,0,2,15,A01
201100002086,0,99,000,00,2,4,15,D04
201100002086,0,21,000,00,0,0,15,C03
201100002086,0,07,000,14,0,1,01,B02
201100002086,0,07,000,00,2,1,01,A01
201100002087,0,01,000,00,2,3,01,B02
201100002087,0,07,000,00,2,3,13,A01
201100002088,0,07,000,00,1,2,01,A01
201100002089,0,07,000,00,9,3,09,A01
201100002089,0,01,000,00,2,1,01,B02
201100002090,0,01,000,00,2,1,05,A01
201100002090,0,10,000,00,9,3,01,B02
201100002091,0,07,000,13,0,1,13,A01
201100002092,0,99,000,00,2,4,01,B02
201100002092,0,14,000,00,2,2,17,A01
201100002093,0,07,000,00,0,2,19,A01
201100002093,0,30,000,00,2,1,01,B02
201100002094,0,14,000,00,2,8,01,A01
201100002094,0,30,000,00,2,1,01,B02
201100002095,0,07,000,14,0,1,01,A01
201100002096,0,03,000,06,0,1,10,A01
201100002097,0,07,000,00,2,1,01,C03
201100002097,0,07,000,00,0,5,15,B02
201100002097,0,07,000,00,2,3,02,A01
201100002098,0,07,000,00,0,6,19,A01
201100002098,0,02,000,00,2,1,01,B02
201100002099,0,07,000,13,0,0,01,A01
201100002100,0,30,000,12,0,7,14,A01
201100002101,0,10,000,00,2,3,01,B02
201100002101,0,07,000,00,2,8,01,A01
201100002101,0,10,000,00,2,3,01,C03
201100002102,0,21,000,00,2,4,02,B02
201100002102,0,33,000,00,2,1,02,A01
201100002103,0,38,000,00,2,2,01,B02
201100002103,0,30,000,00,2,1,15,A01
201100002104,0,07,000,00,2,3,01,B02
201100002104,0,14,000,00,2,3,19,A01
201100002105,0,07,000,00,2,1,01,B02
201100002105,2,07,000,00,2,1,01,A01
201100002106,0,07,000,00,2,1,01,B02
201100002106,0,07,000,00,2,1,13,A01
201100002107,0,01,000,00,2,1,01,B02
201100002107,0,07,000,00,2,2,15,A01
201100002107,0,01,000,00,2,1,01,C03
201100002108,0,30,000,00,2,1,19,B02
201100002108,0,07,000,00,2,8,19,A01
201100002109,0,07,000,00,9,3,01,B02
201100002109,0,30,000,00,2,1,15,A01
201100002110,0,07,000,00,2,7,17,B02
201100002110,0,07,000,00,2,3,15,A01
201100002111,0,07,000,00,1,2,01,A01
201100002112,0,07,000,13,0,1,16,A01
201100002113,0,14,000,00,2,1,01,B02
201100002113,0,01,000,00,2,4,14,A01
201100002114,0,07,000,00,9,3,00,A01
201100002114,0,01,000,00,2,1,00,B02
201100002115,0,07,000,00,2,1,01,A01
201100002115,0,31,000,00,0,4,15,B02
201100002116,0,07,000,00,2,2,15,A01
201100002116,0,07,000,00,2,1,01,B02
201100002117,0,07,000,13,0,2,01,A01
201100002118,0,07,000,00,1,2,01,A01
201100002119,0,07,000,00,2,6,13,B02
201100002119,0,33,000,00,2,2,17,A01
201100002120,0,33,000,16,0,1,00,A01
201100002121,0,07,000,00,1,2,01,A01
201100002122,0,01,000,00,2,1,13,A01
201100002122,0,07,000,00,2,3,01,B02
201100002123,0,07,000,02,0,1,01,A01
201100002124,0,07,000,00,1,1,01,A01
201100002125,0,14,000,00,2,1,01,A01
201100002125,0,07,000,00,2,2,19,B02
201100002126,0,07,000,13,0,9,01,A01
201100002127,0,07,000,02,0,7,13,A01
201100002128,0,33,000,13,0,1,14,A01
201100002129,0,07,000,00,0,9,01,A01
201100002130,0,10,000,00,2,1,01,A01
201100002130,0,30,000,00,2,8,19,B02
201100002131,0,10,000,00,2,3,01,B02
201100002131,0,07,000,00,2,3,15,A01
201100002131,0,33,000,00,2,8,21,C03
201100002132,0,07,000,13,0,1,01,A01
201100002133,0,33,000,13,0,1,01,A01
201100002134,0,07,000,14,0,1,01,A01
201100002135,0,07,000,00,2,1,15,B02
201100002135,0,07,000,00,2,1,23,C03
201100002135,0,07,000,00,2,1,17,A01
201100002136,0,33,000,00,0,7,01,A01
201100002137,0,07,000,02,0,7,01,A01
201100002138,0,07,000,06,0,1,01,A01
201100002139,0,07,000,00,0,2,19,A01
201100002139,0,32,000,00,0,8,00,B02
201100002140,0,07,000,00,1,1,01,A01
201100002141,0,07,000,00,0,8,01,B02
201100002141,0,10,000,00,2,1,01,A01
201100002142,0,33,000,16,0,1,14,A01
201100002143,0,33,000,12,0,7,01,A01
201100002144,0,07,000,02,0,2,01,A01
201100002145,0,14,000,00,1,3,15,A01
201100002146,0,07,000,13,0,7,01,A01
201100002147,0,07,000,02,0,8,01,A01
201100002148,0,31,000,00,2,3,15,B02
201100002148,0,07,000,00,2,1,19,A01
201100002149,0,07,000,02,0,3,01,A01
201100002150,0,07,000,02,0,9,01,A01
201100002151,0,07,000,02,0,8,01,A01
201100002152,0,07,000,00,2,1,01,B02
201100002152,0,07,000,00,2,7,01,A01
201100002153,0,02,000,00,2,1,01,B02
201100002153,0,07,000,00,2,3,19,A01
201100002154,0,33,000,00,2,7,01,B02
201100002154,0,07,000,00,2,1,01,A01
201100002155,0,07,000,13,0,1,01,A01
201100002156,0,33,000,00,2,0,01,A01
201100002156,0,10,000,00,2,7,19,B02
201100002157,0,07,000,02,0,9,01,A01
201100002158,0,10,000,00,2,3,01,B02
201100002158,0,07,000,00,2,1,01,A01
201100002159,0,07,000,00,2,3,17,B02
201100002159,0,07,000,00,2,3,05,A01
201100002160,0,01,000,00,2,6,01,B02
201100002160,0,03,000,00,9,2,16,A01
201100002161,0,07,000,00,2,1,01,B02
201100002161,0,33,000,00,0,4,01,A01
201100002162,0,07,000,00,2,8,15,B02
201100002162,0,07,000,00,2,2,17,A01
201100002163,0,30,000,00,2,4,01,A01
201100002164,0,07,000,00,2,2,02,A01
201100002164,0,02,000,00,0,4,02,B02
201100002165,0,07,000,01,0,3,00,B02
201100002165,0,15,000,00,0,5,23,A01
201100002166,0,07,000,00,9,1,00,F06
201100002166,0,07,000,00,2,1,00,C03
201100002166,0,07,000,00,2,6,01,A01
201100002166,0,07,000,00,2,3,01,B02
201100002166,0,07,000,00,2,4,00,D04
201100002166,0,07,000,00,2,1,00,E05
201100002167,0,01,000,00,2,1,02,C03
201100002167,0,10,000,00,0,2,09,A01
201100002167,0,01,000,00,2,1,02,B02
201100002168,0,07,000,00,1,3,01,A01
201100002169,0,07,000,00,0,6,15,A01
201100002169,0,21,000,00,2,1,01,B02
201100002170,0,07,000,00,2,1,17,A01
201100002170,0,07,000,00,2,1,01,B02
201100002171,0,07,000,00,2,6,15,A01
201100002171,0,33,000,00,2,7,02,B02
201100002172,0,10,000,00,1,4,04,A01
201100002173,0,07,000,00,1,2,01,A01
201100002174,0,30,000,14,0,1,01,A01
201100002174,0,07,000,00,0,4,23,B02
201100002175,0,31,000,00,2,1,01,B02
201100002175,0,07,000,00,2,3,09,A01
201100002176,0,07,000,00,2,2,15,A01
201100002176,0,02,000,00,2,1,01,B02
201100002177,0,07,000,00,2,1,01,B02
201100002177,0,07,000,00,2,1,13,A01
201100002178,0,30,000,00,2,3,21,B02
201100002178,0,38,014,00,2,5,17,A01
201100002179,0,07,000,00,2,1,15,A01
201100002179,0,07,000,00,2,3,00,B02
201100002180,0,33,000,13,0,7,01,A01
201100002181,0,31,000,00,2,8,13,A01
201100002181,0,07,000,00,2,8,01,B02
201100002182,0,10,000,00,2,8,01,B02
201100002182,0,07,000,00,2,2,03,A01
201100002183,0,07,000,13,0,1,14,A01
201100002184,0,07,000,00,1,1,15,A01
201100002185,0,33,000,00,0,0,01,A01
201100002186,0,30,000,13,0,1,01,A01
201100002187,0,14,000,08,0,2,01,A01
201100002188,0,07,000,00,2,3,01,B02
201100002188,0,10,000,00,2,3,01,A01
201100002189,0,07,000,00,0,1,15,A01
201100002189,0,01,000,00,2,7,01,B02
201100002190,0,02,000,00,0,0,02,A01
201100002191,0,07,000,00,2,2,01,A01
201100002191,0,01,000,00,0,4,01,B02
201100002192,0,07,000,00,1,3,01,A01
201100002193,0,07,000,00,2,1,01,A01
201100002193,0,31,000,00,2,4,01,B02
201100002194,0,10,000,00,2,3,10,A01
201100002194,0,33,000,00,2,1,01,B02
201100002194,0,10,000,00,2,3,00,C03
201100002195,0,01,000,00,0,7,00,B02
201100002195,0,10,000,00,0,1,09,A01
201100002196,0,07,000,00,2,4,02,B02
201100002196,0,10,000,00,2,1,02,A01
201100002196,0,07,000,00,2,4,23,C03
201100002197,0,32,000,12,0,1,01,A01
201100002198,0,07,000,00,1,2,01,A01
201100002199,0,10,000,00,1,1,01,A01
201100002200,0,07,000,00,2,2,15,A01
201100002200,0,07,000,00,2,1,01,B02
201100002201,0,02,000,11,6,1,01,A01
201100002202,0,07,000,00,1,2,05,A01
201100002203,0,07,000,13,0,3,01,A01
201100002204,0,07,000,00,2,6,01,A01
201100002204,0,34,000,00,2,3,16,B02
201100002205,0,03,000,00,9,2,00,A01
201100002205,0,01,000,00,2,1,21,B02
201100002206,0,07,000,00,2,1,01,B02
201100002206,0,10,000,00,2,2,15,A01
201100002207,0,17,000,00,0,8,01,A01
201100002208,0,14,000,00,2,7,19,A01
201100002208,0,33,000,00,2,1,01,B01
201100002209,0,07,000,16,0,1,01,A01
201100002210,0,07,000,02,0,6,01,A01
201100002211,0,07,000,00,2,2,01,A01
201100002211,0,07,000,00,0,3,09,B02
201100002212,0,33,000,00,5,1,01,A01
201100002213,0,07,000,00,2,6,13,A01
201100002213,0,02,000,00,2,8,15,B02
201100002214,0,01,000,00,2,4,01,B02
201100002214,0,07,000,00,2,2,09,A01
201100002215,0,07,000,00,2,7,15,B02
201100002215,0,33,000,00,2,1,01,A01
201100002216,0,07,000,00,1,1,01,A01
201100002217,0,07,000,00,2,7,01,B02
201100002217,0,02,000,00,2,8,01,A01
201100002218,0,07,000,00,2,5,19,A01
201100002218,0,01,000,00,2,1,01,B02
201100002219,0,33,000,00,2,1,01,B02
201100002219,0,07,000,00,2,3,15,A01
201100002220,0,07,000,06,0,3,01,A01
201100002221,0,10,000,00,0,5,10,A01
201100002221,0,33,000,00,2,8,01,B02
201100002222,1,07,000,00,0,0,00,A01
201100002223,0,30,000,00,2,1,01,A01
201100002223,0,07,000,00,2,3,15,B02
201100002224,0,07,000,02,0,8,01,A01
201100002225,0,07,000,00,2,6,01,B02
201100002225,0,07,000,13,2,3,17,A01
201100002226,0,10,000,06,0,1,01,A01
201100002227,0,07,000,13,0,1,01,A01
201100002228,0,30,000,01,0,1,17,A01
201100002229,0,07,000,00,2,3,01,A01
201100002229,0,07,000,00,2,1,19,B02
201100002230,0,07,000,00,1,2,14,A01
201100002231,0,07,000,00,2,1,05,A01
201100002231,0,07,000,00,2,1,02,B02
201100002232,0,07,000,00,0,5,15,A01
201100002232,0,33,000,00,2,3,02,B02
201100002233,0,33,000,00,0,0,17,A01
201100002234,0,07,000,00,2,8,19,A01
201100002234,0,07,000,00,2,1,01,B02
201100002235,0,30,000,00,2,2,17,A01
201100002235,0,07,000,00,0,8,15,B02
201100002236,0,30,000,00,2,1,01,A01
201100002236,0,07,000,00,2,3,15,B02
201100002237,0,01,000,00,2,7,01,B02
201100002237,0,07,000,00,2,3,19,A01
201100002238,0,01,000,00,2,3,01,A01
201100002238,0,07,000,00,9,3,17,B02
201100002239,0,30,000,00,0,7,01,A01
201100002240,0,07,000,00,2,5,01,B02
201100002240,0,33,000,08,2,3,18,A01
201100002240,0,07,000,00,2,5,01,C03
201100002241,0,33,000,00,2,2,17,A01
201100002241,0,07,000,00,2,8,15,B02
201100002242,0,07,000,01,0,3,23,C03
201100002242,1,07,000,01,1,3,01,B02
201100002242,1,07,000,01,1,1,01,A01
201100002243,0,10,000,13,0,1,01,A01
201100002244,0,10,000,00,2,1,01,B02
201100002244,0,07,000,00,2,7,19,A01
201100002245,0,07,000,00,2,4,15,B02
201100002245,0,30,000,00,2,1,01,A01
201100002246,0,36,000,02,0,1,14,A01
201100002247,0,07,000,08,0,7,01,A01
201100002248,0,30,000,00,2,1,01,B02
201100002248,0,07,000,00,2,3,04,A01
201100002249,0,07,000,13,0,1,01,A01
201100002250,0,07,000,02,0,2,01,A01
201100002251,0,17,000,00,2,1,01,B02
201100002251,0,30,000,00,2,8,15,A01
201100002252,0,31,000,00,2,8,01,B02
201100002252,0,07,000,00,2,8,01,A01
201100002252,0,07,000,00,0,0,01,C03
201100002253,0,03,000,00,0,8,19,A01
201100002253,0,07,000,00,2,1,01,B02
201100002254,0,33,000,08,0,2,21,A01
201100002255,0,07,000,00,2,2,01,A01
201100002255,0,01,000,00,0,4,02,B02
201100002256,0,07,000,13,0,6,01,A01
201100002257,0,07,000,00,1,3,01,A01
201100002258,0,07,000,07,0,1,13,A01
201100002259,0,07,000,13,0,1,01,A01
201100002260,0,07,000,00,2,3,09,A01
201100002260,0,01,000,00,0,4,01,B02
201100002261,0,07,000,00,2,8,13,A01
201100002261,0,07,000,00,2,1,14,C03
201100002261,0,07,000,00,2,1,01,B02
201100002262,0,07,000,13,0,1,01,A01
201100002263,0,07,000,13,0,1,01,A01
201100002264,0,02,000,13,0,2,01,A01
201100002265,0,17,000,00,2,1,01,A01
201100002265,0,07,000,00,2,4,01,B02
201100002266,0,07,000,08,0,1,01,A01
201100002267,0,07,000,00,2,7,19,B02
201100002267,0,02,000,00,2,1,01,A01
201100002268,0,07,000,00,2,1,01,B02
201100002268,0,17,000,00,2,8,19,A01
201100002269,0,14,000,00,2,1,01,C03
201100002269,0,17,000,00,2,8,19,A01
201100002269,0,07,000,00,2,1,01,B02
201100002270,0,07,000,00,2,1,01,B02
201100002270,0,10,000,00,2,2,16,A01
201100002271,0,07,000,03,0,3,01,A01
201100002272,0,30,000,00,2,3,13,A01
201100002272,0,10,000,00,2,8,00,B02
201100002273,0,07,000,00,1,1,01,A01
201100002274,0,33,000,00,2,1,05,A01
201100002274,0,07,000,00,2,3,01,B02
201100002275,0,10,000,01,0,2,01,A01
201100002276,0,07,000,02,0,1,13,A01
201100002277,0,07,000,00,0,8,01,A01
201100002278,0,07,000,02,0,1,01,A01
201100002279,0,01,000,00,2,1,01,A01
201100002279,0,07,000,00,2,3,15,B02
201100002280,0,07,000,15,0,2,19,A01
201100002280,0,07,000,00,2,1,01,B02
201100002281,0,07,000,00,0,9,00,A01
201100002282,0,07,000,00,2,1,01,B02
201100002282,0,07,000,00,2,1,06,A01
201100002283,0,07,000,00,0,4,15,B02
201100002283,0,07,000,00,2,1,02,A01
201100002284,0,32,000,00,2,3,01,B02
201100002284,0,07,000,00,2,6,15,A01
201100002285,0,07,000,06,0,7,15,A01
201100002286,0,07,000,00,2,2,01,B02
201100002286,0,07,000,13,2,9,14,A01
201100002287,0,33,000,13,0,7,01,A01
201100002288,0,07,000,13,0,2,01,A01
201100002289,0,07,000,00,2,1,15,A01
201100002289,0,07,000,00,2,1,01,B02
201100002290,0,07,000,13,0,2,01,A01
201100002291,0,07,000,13,0,1,13,A01
201100002292,0,02,000,00,2,1,01,A01
201100002292,0,10,000,00,2,8,01,B02
201100002293,0,07,000,00,2,1,19,B02
201100002293,0,07,000,00,2,8,01,A01
201100002294,0,10,000,08,2,2,01,A01
201100002294,0,03,000,00,2,7,15,B02
201100002295,0,07,000,00,2,1,01,A01
201100002295,0,07,000,00,2,1,01,B02
201100002296,0,02,000,00,1,1,01,A01
201100002297,0,07,000,00,2,2,16,B02
201100002297,0,31,000,00,2,3,18,A01
201100002298,0,36,000,13,0,1,01,A01
201100002299,0,01,000,00,2,3,15,A01
201100002299,0,07,000,00,2,2,01,B02
201100002300,0,30,000,00,0,0,01,A01
201100002301,0,17,000,00,2,2,15,B02
201100002301,0,07,000,00,2,3,17,A01
201100002302,0,07,000,00,2,1,01,B02
201100002302,0,07,000,00,2,1,13,A01
201100002303,0,99,000,00,0,4,02,B02
201100002303,0,07,000,00,2,7,21,A01
201100002304,0,33,000,00,0,0,01,A01
201100002304,0,21,000,00,0,0,19,B02
201100002305,0,30,000,00,0,7,16,A01
